theName,index,value
Luminence,1255,0.6635023123799131
Luminence,1260,0.6696689404494875
Luminence,1265,0.8013925607319371
Luminence,1270,0.813232314476592
Luminence,1275,0.6307167470780821
Luminence,1280,0.6484702917552042
Luminence,1285,0.4907383348704841
Luminence,1290,0.4792214659785532
Luminence,1295,0.5031432889258627
Luminence,1300,0.6026764326507056
Luminence,1305,0.7531186217271009
Luminence,1310,0.6276361789771148
Luminence,1315,0.6273418359941916
Luminence,1320,0.6157990259486257
Luminence,1325,0.7137864465617646
Luminence,1330,0.6677389450222594
Luminence,1335,0.757607391821495
Luminence,1340,0.6759915190777843
Luminence,1345,0.653296296846852
Luminence,1350,0.6620888297445254
Luminence,1355,0.7487537090899096
Luminence,1360,0.7364485459659947
Luminence,1365,0.6238006638981493
Luminence,1370,0.6721972458125366
Luminence,1375,0.7282754455719875
Luminence,1380,0.7277004496704258
Luminence,1385,0.7596865653841297
Luminence,1390,0.6344020939012731
Luminence,1395,0.5905761320316798
Luminence,1400,0.6382862304910972
Luminence,1405,0.8464829987223751
Luminence,1410,0.6762110881705354
Luminence,1415,0.9029240313909872
Luminence,1420,0.7431300498284016
Luminence,1425,0.7920161472526022
Luminence,1430,0.5929303082260546
Luminence,1435,0.3623341261249120
Luminence,1440,0.4845182799058661
Luminence,1445,0.7116770017190864
Luminence,1450,0.6593349485584942
Luminence,1455,0.6530683579365922
Luminence,1460,0.5799638767125354
Luminence,1465,0.5757824003754747
Luminence,1470,0.5724923492079024
Luminence,1475,0.6363330002392396
Luminence,1480,0.6104480986428144
Luminence,1485,0.7862206162968582
Luminence,1490,0.5319972446666373
Luminence,1495,0.5547025661253208
Luminence,1500,0.6409757670548298
Luminence,1505,0.5570119756774687
Luminence,1510,0.5738340151126164
Luminence,1515,0.663133736772619
Luminence,1520,0.7049071263134573
Luminence,1525,0.6804909560689402
Luminence,1530,0.6878801715670012
Luminence,1535,0.6863154645474463
Luminence,1540,0.5738264505930069
Luminence,1545,0.5969678738680647
Luminence,1550,0.6479953244139945
Luminence,1555,0.6462392337281572
Luminence,1560,0.6369637861231223
Luminence,1565,0.739138544585899
Luminence,1570,0.8185733933851457
Luminence,1575,0.8830657944489521
Luminence,1580,0.7709750465112343
Luminence,1585,0.6357796021632994
Luminence,1590,0.672110814905235
Luminence,1595,0.5683149653683618
Luminence,1600,0.7112296125305199
Luminence,1605,0.6432217692986275
Luminence,1610,0.647570298744134
Luminence,1615,0.3375872820807778
Luminence,1620,0.6289341871744136
Luminence,1625,0.608865701472689
Luminence,1630,0.6910466029062593
Luminence,1635,0.6423960485167428
Luminence,1640,0.7542845874721573
Luminence,1645,0.758100154926114
Luminence,1650,0.6588748330228007
Luminence,1655,0.6274082796716698
Luminence,1660,0.7686952745620942
Luminence,1665,0.6033795105230388
Luminence,1670,0.6951876559291061
Luminence,1675,0.6418298052792321
Luminence,1680,0.6834062664797284
Luminence,1685,0.6759513465940638
Luminence,1690,0.7390418164267728
Luminence,1695,0.727378356913996
Luminence,1700,0.3681956519035670
Luminence,1705,0.1160812630598526
Luminence,1710,0.3976989945895335
Luminence,1715,0.632251420446482
Luminence,1720,0.3115336771752938
Luminence,1725,0.6507144457743155
Luminence,1730,0.6402489262936708
Luminence,1735,0.6689823513816785
Luminence,1740,0.6220359129594953
Luminence,1745,0.7554617349765669
Luminence,1750,0.7601081586367155
Luminence,1755,0.7747847920574287
Luminence,1760,0.7602366102524244
Luminence,1765,0.5803157258864172
Luminence,1770,0.4057658352656743
Luminence,1775,0.4371315151537394
Luminence,1780,0.4892261438352347
Luminence,1785,0.3624729145972600
Luminence,1790,0.2328334316808893
Luminence,1795,0.2728045381203338
Luminence,1800,0.3372532022670957
Luminence,1805,0.3172337737291917
Luminence,1810,0.3444363935190364
Luminence,1815,0.3089478788228910
Luminence,1820,0.3780962483071912
Luminence,1825,0.5930653342410053
Luminence,1830,0.570283694304376
Luminence,1835,0.4689760040500411
Luminence,1840,0.4857488411037143
Luminence,1845,0.4665873320620540
Luminence,1850,0.5824661353091101
Luminence,1855,0.5860024756177578
Luminence,1860,0.5743764822596964
Luminence,1865,0.5694889444875945
Luminence,1870,0.6215849857408146
Luminence,1875,0.5565866991771148
Luminence,1880,0.5661057956022444
Luminence,1885,0.7301846748747028
Luminence,1890,0.6745636202898422
Luminence,1895,0.7692289362387038
Luminence,1900,0.6347750392397902
Luminence,1905,0.5495668645842473
Luminence,1910,0.5877095487445894
Luminence,1915,0.5305979933613354
Luminence,1920,0.6067276619537905
Luminence,1925,0.6057423205670205
Luminence,1930,0.6519386173953904
Luminence,1935,0.6563540129697318
Luminence,1940,0.6621348505392182
Luminence,1945,0.7251370808447537
Luminence,1950,0.6606410757428086
Luminence,1955,0.7523148816173802
Luminence,1960,0.6307853162139496
Luminence,1965,0.6751370980068402
Luminence,1970,0.7148103894412717
Luminence,1975,0.594049619499383
Luminence,1980,0.6281330873856737
Luminence,1985,0.6713208836742431
Luminence,1990,0.66908725133424
Luminence,1995,0.5907747237742396
Luminence,2000,0.5356863671488306
Luminence,2005,0.6758508295743303
Luminence,2010,0.5480756112943743
Luminence,2015,0.639859267723346
Luminence,2020,0.6537167943662309
Luminence,2025,0.6825847306065981
Luminence,2030,0.5357684811313289
Luminence,2035,0.5824396000832546
Luminence,2040,0.4688267995114243
Luminence,2045,0.465198430814996
Luminence,2050,0.6320009992030717
Luminence,2055,0.5664465950328224
Luminence,2060,0.4533381353731116
Luminence,2065,0.6238585529356502
Luminence,2070,0.6475216508300654
Luminence,2075,0.6685879666367984
Luminence,2080,0.6078992647841406
Luminence,2085,0.6111588466475963
Luminence,2090,0.6172219609331243
Luminence,2095,0.3988469269422920
Luminence,2100,0.4409522840400280
Luminence,2105,0.5592460172672239
Luminence,2110,0.5861028606214423
Luminence,2115,0.5983119952712906
Luminence,2120,0.6315942181511875
Luminence,2125,0.6304426289538708
Luminence,2130,0.5685414521020823
Luminence,2135,0.7378974485073381
Luminence,2140,0.7321622752892121
Luminence,2145,0.749793031839129
Luminence,2150,0.6195424994382056
Luminence,2155,0.5707650908271737
Luminence,2160,0.5736982366061862
Luminence,2165,0.3660409915640952
Luminence,2170,0.4701908289348446
Luminence,2175,0.6307605500031511
Luminence,2180,0.6760000473145519
Luminence,2185,0.5896782776806035
Luminence,2190,0.5998725833901155
Luminence,2195,0.6482952516757918
Luminence,2200,0.6061080314260507
Luminence,2205,0.6588396903505483
Luminence,2210,0.6131102154731629
Luminence,2215,0.6126546940959755
Luminence,2220,0.6094771866102034
Luminence,2225,0.5825624806216942
Luminence,2230,0.7471528428745248
Luminence,2235,0.8032572214164988
Luminence,2240,0.6332682608625512
Luminence,2245,0.6217966734754383
Luminence,2250,0.5196307864911568
Luminence,2255,0.4794290084092374
Luminence,2260,0.4839673637316479
Luminence,2265,0.3367617197181521
Luminence,2270,0.7121017897600589
Luminence,2275,0.4436033115222577
Luminence,2280,0.4360673865889068
Luminence,2285,0.3245801632209465
Luminence,2290,0.5762143172830949
Luminence,2295,0.622324196405768
Luminence,2300,0.4139195425020784
Luminence,2305,0.6598309592579198
Luminence,2310,0.2990159682124364
Luminence,2315,0.3361223131862672
Luminence,2320,0.550410156702258
Luminence,2325,0.5408288279116145
Luminence,2330,0.5502664968377008
Luminence,2335,0.3768052369604910
Luminence,2340,0.3614418560527100
Luminence,2345,0.5068037243206012
Luminence,2350,0.505662405971899
Luminence,2355,0.8522270170157861
Luminence,2360,0.5438526423131028
Luminence,2365,0.5724843226321211
Luminence,2370,0.3081790173533248
Luminence,2375,0.1504404068597334
Luminence,2380,0.6210759318557446
Luminence,2385,0.4573016664148241
Luminence,2390,0.7243659354975392
Luminence,2395,0.712807072300411
Luminence,2400,0.5726270319811253
Luminence,2405,0.6496593867120514
Luminence,2410,0.9519026456623499
Luminence,2415,0.7583568337302482
Luminence,2420,0.6897440269536639
Luminence,2425,0.6567767415603393
Luminence,2430,0.6116466063439572
Luminence,2435,0.650596872281047
Luminence,2440,0.7451906751361475
Luminence,2445,0.4957781399535402
Luminence,2450,0.6733236991541177
Luminence,2455,0.7454155380724647
Luminence,2460,0.694704662012115
Luminence,2465,0.8955117394875554
Luminence,2470,0.8865904117324457
Luminence,2475,0.8678789718051475
Luminence,2480,0.6737922109105297
Luminence,2485,0.6498674308037219
Luminence,2490,0.8960237109273089
Luminence,2495,0.6006301442858846
Luminence,2500,0.4497659527071515
Luminence,2505,0.4590594337044841
Luminence,2510,0.7113557142605559
Luminence,2515,0.7504507886018295
Luminence,2520,0.7408608787679987
Luminence,2525,0.4526503977656759
Luminence,2530,0.4615275265475692
Luminence,2535,0.4992050917639595
Luminence,2540,0.4214396255095457
Luminence,2545,0.4274660525350474
Luminence,2550,0.3649289939798833
Luminence,2555,0.416353337575625
Luminence,2560,0.4070179018779098
Luminence,2565,0.4390614181697331
Luminence,2570,0.5015914798742985
Luminence,2575,0.52167541145376
Luminence,2580,0.5870644259177814
Luminence,2585,0.5727067300699265
Luminence,2590,0.5003387927866324
Luminence,2595,0.515829159931978
Luminence,2600,0.5236981745586431
Luminence,2605,0.574843819073272
Luminence,2610,0.5374156057702947
Luminence,2615,0.556904937064913
Luminence,2620,0.566274393298464
Luminence,2625,0.553663296182521
Luminence,2630,0.5386376651345852
Luminence,2635,0.4487852186804927
Luminence,2640,0.4288272040085986
Luminence,2645,0.4967499496952844
Luminence,2650,0.48239424728977
Luminence,2655,0.3857441228501219
Luminence,2660,0.3921070455830031
Luminence,2665,0.4496086027783094
Luminence,2670,0.4910675168887471
Luminence,2675,0.5333983045918113
Luminence,2680,0.5568800652412753
Luminence,2685,0.5154672379335549
Luminence,2690,0.2544908889519808
Luminence,2695,0.2522899173825083
Luminence,2700,0.3303957342129334
Luminence,2705,0.4002633667371782
Luminence,2710,0.6347455732576461
Luminence,2715,0.4629966539476245
Luminence,2720,0.5304616735891042
Luminence,2725,0.6147221578350613
Luminence,2730,0.6090767951350923
Luminence,2735,0.4625137656434727
Luminence,2740,0.2993925175890922
Luminence,2745,0.2931556305782226
Luminence,2750,0.5034811311969423
Luminence,2755,0.5296247974510764
Luminence,2760,0.3796461695292543
Luminence,2765,0.356915448182737
Luminence,2770,0.2680881195509880
Luminence,2775,0.2686196689708132
Luminence,2780,0.3455693420502299
Luminence,2785,0.1670953139768058
Luminence,2790,0.2331974791377018
Luminence,2795,0.2659915462730906
Luminence,2800,0.2175870169925513
Luminence,2805,0.3514678719274287
Luminence,2810,0.3032056955525614
Luminence,2815,0.1881562171255285
Luminence,2820,0.2641105948080781
Luminence,2825,0.2743474492901933
Luminence,2830,0.2489307162084526
Luminence,2835,0.5561794164642443
Luminence,2840,0.5719497368431683
Luminence,2845,0.3598542178454384
Luminence,2850,0.3563521885079343
Luminence,2855,0.49913476681464
Luminence,2860,0.3644119003174274
Luminence,2865,0.5053955619319893
Luminence,2870,0.2348311249380613
Luminence,2875,0.2307487266457999
Luminence,2880,0.2633282809031155
Luminence,2885,0.1962127077434251
Luminence,2890,0.2432069095721484
Luminence,2895,0.3972426283096325
Luminence,2900,0.3834465287343623
Luminence,2905,0.3478434769140763
Luminence,2910,0.5614507776973037
Luminence,2915,0.4284722788607744
Luminence,2920,0.5300188917606485
Luminence,2925,0.2455025234471724
Luminence,2930,0.3577413009806706
Luminence,2935,0.3566658850436456
Luminence,2940,0.3225788131192162
Luminence,2945,0.5430043335852287
Luminence,2950,0.5514146404161379
Luminence,2955,0.3318450724072384
Luminence,2960,0.5284755581394324
Luminence,2965,0.463097302983407
Luminence,2970,0.4595124731799496
Luminence,2975,0.4345163168272171
Luminence,2980,0.2826975039963238
Luminence,2985,0.3910979941138268
Luminence,2990,0.3734028665384016
Luminence,2995,0.3440720424253112
Luminence,3000,0.2355027565875150
Luminence,3005,0.3282649027703119
Luminence,3010,0.3385340483780204
Luminence,3015,0.2630096469671702
Luminence,3020,0.2675401869394780
Luminence,3025,0.1455640904517993
Luminence,3030,0.3024266820488246
Luminence,3035,0.2953370109660187
Luminence,3040,0.3353107841296537
Luminence,3045,0.3649770082169165
Luminence,3050,0.5129500747250443
Luminence,3055,0.4477465032050987
Luminence,3060,0.1819155280524467
Luminence,3065,0.2960070452212791
Luminence,3070,0.4667088132303739
Luminence,3075,0.5369429883147578
Luminence,3080,0.3959561847182288
Luminence,3085,0.4083902615140239
Luminence,3090,0.396910792768784
Luminence,3095,0.3932006005251651
Luminence,3100,0.2390096045108088
Luminence,3105,0.1527147529492583
Luminence,3110,0.1817118536919991
Luminence,3115,0.2461644651186271
Luminence,3120,0.3230222946327317
Luminence,3125,0.2987728870613526
Luminence,3130,0.2608130979353403
Luminence,3135,0.4651950908089554
Luminence,3140,0.4932816504583082
Luminence,3145,0.4733749240214633
Luminence,3150,0.3391288994933567
Luminence,3155,0.4892817225918774
Luminence,3160,0.3368010076943442
Luminence,3165,0.3132359713211503
Luminence,3170,0.510448000950938
Luminence,3175,0.2991705458042488
Luminence,3180,0.2760825362226295
Luminence,3185,0.530338608228196
Luminence,3190,0.7067351657460176
Luminence,3195,0.9550089304896687
Luminence,3200,0.4856877836810367
Luminence,3205,0.624534382695463
Luminence,3210,0.8235233219420205
Luminence,3215,0.5965942684493022
Luminence,3220,0.5720069129940044
Luminence,3225,1.0
Luminence,3230,0.6453660267734356
Luminence,3235,0.6347044238551627
Luminence,3240,0.3562794476649173
Luminence,3245,0.3470646350312033
Luminence,3250,0.5085121572127378
Luminence,3255,0.345310300158818
Luminence,3260,0.2731644930796263
Luminence,3265,0.3532411114980355
Luminence,3270,0.3147210462599285
Luminence,3275,0.2994493636998057
Luminence,3280,0.3181172119277134
Luminence,3285,0.4179906798253575
Luminence,3290,0.4482231471501312
Luminence,3295,0.4296934801207460
Luminence,3300,0.3422474486116308
Luminence,3305,0.3372245679860606
Luminence,3310,0.3421645689360481
Luminence,3315,0.3356663825593281
Luminence,3320,0.3517272042541485
Luminence,3325,0.2754049506493645
Luminence,3330,0.3533617609652464
Luminence,3335,0.3486426492685003
Luminence,3340,0.3606902094759377
Luminence,3345,0.3646312581844999
Luminence,3350,0.3457953403245688
Luminence,3355,0.4464071739844527
Luminence,3360,0.3274229308127914
Luminence,3365,0.3272285635838006
Luminence,3370,0.3403254137521593
Luminence,3375,0.3050085991293858
Luminence,3380,0.2019824295615828
Luminence,3385,0.1892217186572711
Luminence,3390,0.2286028189703788
Luminence,3395,0.2485947485652694
Luminence,3400,0.3295213391137704
Luminence,3405,0.1817002494812891
Luminence,3410,0.2669237512001249
Luminence,3415,0.276559589417414
Luminence,3420,0.3458031292714617
Luminence,3425,0.3623679750398840
Luminence,3430,0.3543062565864456
Luminence,3435,0.3342491242649379
Luminence,3440,0.3528362974852818
Luminence,3445,0.3053825609914806
Luminence,3450,0.0545431963509285
Luminence,3455,0.2900185596082693
Luminence,3460,0.1927061634570440
Luminence,3465,0.3159962816887693
Luminence,3470,0.3817123527126645
Luminence,3475,0.2754823648605173
Luminence,3480,0.3808388949274496
Luminence,3485,0.3429261959261273
Luminence,3490,0.3395551529124734
Luminence,3495,0.4518681102639230
Luminence,3500,0.4441902548762569
Luminence,3505,0.4470793468997074
Luminence,3510,0.2712718449926695
Luminence,3515,0.4064550382512541
Luminence,3520,0.4282852913289244
Luminence,3525,0.2918586389045012
Luminence,3530,0.1082706523332793
Luminence,3535,0.7087870515913174
Luminence,3540,0.8483368604941259
Luminence,3545,0.5898181486845537
Luminence,3550,0.6822019236692181
Luminence,3555,0.6638649076601862
Luminence,3560,0.5015573537256236
Luminence,3565,0.5024638683295161
Luminence,3570,0.6339518399644422
Luminence,3575,0.6883724990186586
Luminence,3580,0.5106466322983125
Luminence,3585,0.5631348536283938
Luminence,3590,0.5088840992292822
Luminence,3595,0.6474070476979001
Luminence,3600,0.371222793109491
Luminence,3605,0.4212237264629576
Luminence,3610,0.4390426322859558
Luminence,3615,0.4844733680459853
Luminence,3620,0.4891175606349052
Luminence,3625,0.5843977017273218
Luminence,3630,0.5901361357418587
Luminence,3635,0.4177042578053762
Luminence,3640,0.4214100143097475
Luminence,3645,0.5861823870893796
Luminence,3650,0.5529276631524962
Luminence,3655,0.5631164505911587
Luminence,3660,0.5667041715460898
Luminence,3665,0.6042159114032901
Luminence,3670,0.6623624462077506
Luminence,3675,0.6805418878606567
Luminence,3680,0.6106238780121014
Luminence,3685,0.5560209047941708
Luminence,3690,0.5560993883353206
Luminence,3695,0.5635160631715805
Luminence,3700,0.5675464999469426
Luminence,3705,0.6528398777605314
Luminence,3710,0.6584589164603234
Luminence,3715,0.6456609242237648
Luminence,3720,0.770079515642621
Luminence,3725,0.6670777558422845
Luminence,3730,0.6334364493090189
Luminence,3735,0.6567206215378955
Luminence,3740,0.656177943165137
Luminence,3745,0.580462725757015
Luminence,3750,0.5797030526044614
Luminence,3755,0.4179462168200433
Luminence,3760,0.4227560367440798
Luminence,3765,0.3908792567221846
Luminence,3770,0.642729296629316
Luminence,3775,0.4458106990717134
Luminence,3780,0.4651426408326748
Luminence,3785,0.5289397661726459
Luminence,3790,0.4600861621226259
Luminence,3795,0.4512730347213034
Luminence,3800,0.2816517916703312
Luminence,3805,0.3319807453008292
Luminence,3810,0.2899971466051161
Luminence,3815,0.2844356404994927
Luminence,3820,0.3457992347980153
Luminence,3825,0.3830493584508476
Luminence,3830,0.5757742681868543
Luminence,3835,0.4241710771688460
Luminence,3840,0.4459864388361856
Luminence,3845,0.3754712543898307
Luminence,3850,0.3171006487453471
Luminence,3855,0.3341208838749077
Luminence,3860,0.2285135101132082
Luminence,3865,0.4156897721067673
Luminence,3870,0.4429434953091924
Luminence,3875,0.6595582405038282
Luminence,3880,0.5309837970630283
Luminence,3885,0.4718102038003037
Luminence,3890,0.4035007170979768
Luminence,3895,0.4406599873058647
Luminence,3900,0.6835282757122445
Luminence,3905,0.4911986880350660
Luminence,3910,0.6414783389518924
Luminence,3915,0.6673953336498374
Luminence,3920,0.6848219273799251
Luminence,3925,0.5456798764477638
Luminence,3930,0.6374912298438226
Luminence,3935,0.5445378188091872
Luminence,3940,0.6707251480513784
Luminence,3945,0.5221843597259905
Luminence,3950,0.5385516566786404
Luminence,3955,0.5812318116538646
Luminence,3960,0.5315510832273267
Luminence,3965,0.4635974985915866
Luminence,3970,0.5462972891058798
Luminence,3975,0.4251066881099454
Luminence,3980,0.4444564652391313
Luminence,3985,0.5406137077597158
Luminence,3990,0.5356438447794372
Luminence,3995,0.5627677566008485
Luminence,4000,0.4413015192961389
Luminence,4005,0.7292454070890453
Luminence,4010,0.525978831015312
Luminence,4015,0.4606466758636088
Luminence,4020,0.4530061150097943
Luminence,4025,0.4576251321381638
Luminence,4030,0.456240455404675
Luminence,4035,0.5400046517175037
Luminence,4040,0.4803533847845642
Luminence,4045,0.5152394838457637
Luminence,4050,0.5090296601249458
Luminence,4055,0.6045262151265414
Luminence,4060,0.545785621303039
Luminence,4065,0.7085276532565731
Luminence,4070,0.3957445233868147
Luminence,4075,0.5039155300062843
Luminence,4080,0.3918160030013056
Luminence,4085,0.4001272053842059
Luminence,4090,0.548770174131545
Luminence,4095,0.6281785537129606
Luminence,4100,0.5882300220179006
Luminence,4105,0.6902513514284914
Luminence,4110,0.3381400200764727
Luminence,4115,0.6268409803057666
Luminence,4120,0.5984528695972134
Luminence,4125,0.5953019237405068
Luminence,4130,0.5781115331253481
Luminence,4135,0.3954394474991051
Luminence,4140,0.4157853517262669
Luminence,4145,0.3523907169165866
Luminence,4150,0.4324570248815664
Luminence,4155,0.4015629459254606
Luminence,4160,0.4442755636471419
Luminence,4165,0.5343046079700253
Luminence,4170,0.5589125051225527
Luminence,4175,0.6556563873602238
Luminence,4180,0.671726357767242
Luminence,4185,0.5303421330567051
Luminence,4190,0.5212430984979927
